id,speaker,views,tags,,,,,,,,,
331,Paul Rothemund,470134,"MacArthur grant,nanoscale,physics,DNA,science,creativity,technology",,,,,,,,,
333,Jonathan Drori,1023244,"illusion,education,media,science,technology",,,,,,,,,
334,Einstein the Parrot,2320267,"education,animals,entertainment,performance",,,,,,,,,
335,Peter Diamandis,498954,"space,exploration,science,design,technology,business",,,,,,,,,
339,Peter Hirshberg,248353,"telecom,media,history,technology,business",,,,,,,,,
340,Jane Goodall,510340,"primates,pollution,Africa,science,environment,animals,biodiversity,global issues",,,,,,,,,
341,Jonathan Haidt,2633368,"morality,psychology,evolution,brain,culture,politics,global issues",,,,,,,,,
343,David Gallo,987588,"submarine,geology,oceans,science,animals,life,technology",,,,,,,,,
344,Irwin Redlener,638974,"medicine,war,history,global issues,technology",,,,,,,,,
345,Keith Bellows,182487,"transportation,sex,energy,animals,entertainment,global issues",,,,,,,,,
346,Brewster Kahle,438892,"books,library,web,film,music,media,history,design,entertainment,technology",,,,,,,,,
347,Carmen Agra Deedy,651624,"memory,children,entertainment,storytelling",,,,,,,,,
348,Ann Cooper,1106871,"economics,education,food,children,green,garden,global issues",,,,,,,,,
349,Laura Trice,1652646,"happiness,relationships,culture,parenting,communication",,,,,,,,,
350,Caleb Chung,411608,"toy,happiness,dinosaurs,play,invention,children,design,entertainment,technology",,,,,,,,,
351,Marvin Minsky,505653,"health,brain,politics,humanity,science,humor,technology",,,,,,,,,
353,David S. Rose,975596,"presentation,invention,investment,technology,business",,,,,,,,,
354,Steven Pinker,1018079,"TED Brain Trust,philosophy,books,psychology,brain,culture,language,science,children",,,,,,,,,
355,Rodney Brooks,595475,"robots,intelligence,AI,humanity,design,technology",,,,,,,,,
356,Stefan Sagmeister,662379,"TED Brain Trust,happiness,education,work,design,humor,art",,,,,,,,,
358,Noah Feldman,380390,"culture,religion,war,politics,social change,democracy,global issues,society",,,,,,,,,
359,Liz Diller,555712,"theater,architecture,cities,design,art",,,,,,,,,
360,James Nachtwey,416891,"TED Prize,photography,media,design,technology,communication,art",,,,,,,,,
361,David Perry,1069020,"gaming,design,entertainment,technology,business",,,,,,,,,
362,Steven Johnson,338310,"web,politics,cities,design,global issues,communication,community",,,,,,,,,
363,Doris Kearns Goodwin,513229,"sports,work-life balance,politics,history,entertainment,storytelling",,,,,,,,,
364,James Burchfield,787304,"live music,illusion,music,entertainment,performance,humor",,,,,,,,,
365,Jared Diamond,1587274,"culture,social change,history,environment,global issues,technology,society",,,,,,,,,
366,Mihaly Csikszentmihalyi,3856116,"happiness,psychology,culture,music,work,global issues",,,,,,,,,
371,Garrett Lisi,1467402,"physics,science,technology",,,,,,,,,
372,Paola Antonelli,308094,"museums,brain,design,art",,,,,,,,,
374,John Hodgman,1901035,"love,extraterrestrial life,physics,time,comedy,science,entertainment,humor",,,,,,,,,
375,Virginia Postrel,375288,"marketing,illusion,culture,politics,entertainment,performance,business,beauty",,,,,,,,,
377,Dean Ornish,1055075,"health,health care,medicine,science",,,,,,,,,
379,Paul MacCready,194022,"flight,drones,transportation,solar,demo,green,design,technology",,,,,,,,,
381,Kristen Ashburn,340901,"AIDS,disease,photography,Africa,health,activism,media,science,global issues",,,,,,,,,
383,Rives,1569340,"love,poetry,media,design,entertainment,storytelling,humor",,,,,,,,,
385,Zach Kaplan + Keith Schacht,409320,"smell,toy,industrial design,invention,science,design,creativity,materials,technology,business",,,,,,,,,
386,Newton Aduaka,322895,"Africa,film,culture,war,entertainment,creativity,global issues",,,,,,,,,
388,Graham Hawkes,373606,"invention,oceans,exploration,design,technology,business",,,,,,,,,
390,James Surowiecki,421501,"social media,culture,media,social change,entertainment,technology",,,,,,,,,
391,John Francis,693373,"activism,environment,global issues",,,,,,,,,
392,Tim Brown,1859739,"toy,play,education,design,creativity,art",,,,,,,,,
393,Luca Turin,446598,"smell,happiness,Senses,science,materials,technology,beauty",,,,,,,,,
394,Lee Smolin,253557,"String theory,physics,politics,social change,science,global issues,community",,,,,,,,,
395,Samantha Power,448528,"morality,terrorism,war,politics,global issues,communication",,,,,,,,,
396,Isaac Mizrahi,878475,"fashion,media,design,entertainment,creativity,humor,business",,,,,,,,,
399,Charles Elachi,553534,"robots,Planets,solar system,Mars,space,physics,exploration,science,design,technology",,,,,,,,,
400,Ursus Wehrli,1298779,"simplicity,comedy,design,entertainment,performance,humor,art",,,,,,,,,
402,Stewart Brand,240414,"TED Brain Trust,architecture,future,design,technology,art",,,,,,,,,
403,Franco Sacchi,220656,"Africa,film,culture,media,entertainment,creativity,global issues,technology",,,,,,,,,
404,George Smoot,1613553,"dark matter,space,astronomy,physics,time,culture,science,design,technology",,,,,,,,,
405,Bill Joy,482837,"health,science,future,technology,business",,,,,,,,,
406,Dan Barber,1276315,"food,sustainability,entertainment,global issues",,,,,,,,,
407,Andy Hobsbawm,425603,"sex,media,climate change,design,entertainment,humor,global issues,business",,,,,,,,,
408,Gregory Petsko,897016,"public health,health,brain,aging,social change,science,technology,business",,,,,,,,,
409,Richard Preston,631840,"complexity,exploration,science,nature,trees,writing",,,,,,,,,
410,Philip Rosedale,546553,"computers,virtual reality,entrepreneur,cities,life,entertainment,technology,communication,community",,,,,,,,,
411,Larry Burns,558790,"cars,alternative energy,energy,future,green,design,technology",,,,,,,,,
412,Nick Sears,455562,"invention,demo,animation,design,entertainment,technology",,,,,,,,,
413,David Holt,505334,"live music,invention,demo,culture,music,entertainment,storytelling",,,,,,,,,
414,Eva Zeisel,432905,"play,exploration,politics,design,creativity,art",,,,,,,,,
416,Dennis vanEngelsdorp,578020,"insects,bees,disease,food,animals,nature,life",,,,,,,,,
418,Jay Walker,467953,"invention,books,library,culture,innovation,entrepreneur,design,entertainment,technology,business",,,,,,,,,
419,Benjamin Wallace,1812860,"happiness,books,culture,food,entertainment,business,writing",,,,,,,,,
420,Dan Gilbert,3607068,"TED Brain Trust,happiness,goal-setting,psychology,self,brain,culture,choice,entertainment,society",,,,,,,,,
421,Penelope Boston,647424,"extraterrestrial life,Planets,solar system,Mars,geology,universe,exploration,science,life,technology",,,,,,,,,
422,Steven Strogatz,634652,"math,biology,biomechanics,science,technology,society",,,,,,,,,
423,Nicholas Negroponte,359538,"One Laptop Per Child,philanthropy,computers,education,politics,children,design,global issues,technology",,,,,,,,,
424,Jennifer 8. Lee,1274353,"Asia,culture,food,exploration,history,global issues,business",,,,,,,,,
426,Kary Mullis,528269,"DNA,biology,curiosity,history,science,microbiology,technology",,,,,,,,,
427,John Maeda,237990,"programming,code,computers,education,personal growth,curiosity,design,technology",,,,,,,,,
428,Paul Sereno,755430,"paleontology,dinosaurs,Africa,education,evolution,biology,exploration,history,animals,life",,,,,,,,,
429,Paul Moller,414278,"transportation,invention,engineering,design,technology",,,,,,,,,
430,Greg Lynn,340618,design,,,,,,,,,
431,Rob Forbes,358719,"photography,exploration,design,business,beauty",,,,,,,,,
432,Scott McCloud,1008198,"books,computers,history,future,children,design,entertainment,creativity,art",,,,,,,,,
433,Peter Reinhart,805722,"love,chemistry,books,food,science,life,art",,,,,,,,,
434,Joseph Pine,903556,"shopping,consumerism,creativity,business",,,,,,,,,
435,Paula Scher,494461,"typography,happiness,design,entertainment,art",,,,,,,,,
436,David Carson,759840,"typography,photography,exploration,design,humor",,,,,,,,,
437,Barry Schuler,384109,"genetics,biology,food,science,entrepreneur,technology",,,,,,,,,
439,Jamais Cascio,210083,"culture,social change,future,global issues,technology",,,,,,,,,
440,Peter Ward,830696,"dinosaurs,space,disease,history,science,environment,life",,,,,,,,,
441,Sherwin Nuland,312909,"philanthropy,philosophy,writing",,,,,,,,,
442,Woody Norris,1201283,"invention,design,creativity,technology,business",,,,,,,,,
443,Aimee Mullins,994053,"prosthetics,sports,body language,design,technology,beauty",,,,,,,,,
445,Joe DeRisi,395223,"virus,illness,medicine,science,global issues,technology",,,,,,,,,
447,Natalie MacMaster,1040897,"violin,live music,culture,music,piano,entertainment,performance,collaboration",,,,,,,,,
450,Bill Gross,609221,"solar energy,invention,energy,technology",,,,,,,,,
451,Bill Gates,2609960,"TED Brain Trust,philanthropy,insects,illness,education,health,science,technology,business",,,,,,,,,
453,Elizabeth Gilbert,12782210,"poetry,culture,work,entertainment,creativity,personality,writing",,,,,,,,,
455,Milton Glaser,377627,"education,culture,design,creativity,communication,art",,,,,,,,,
457,David Merrill,1758623,"toy,invention,computers,education,music,children,design,technology,business,art",,,,,,,,,
462,Barry Schwartz,3196511,"philosophy,self,culture,politics,social change,global issues,business,society",,,,,,,,,
463,Juan Enriquez,2930190,"TED Brain Trust,robots,TED Books,economics,biology,science,technology,business",,,,,,,,,
464,Jose Antonio Abreu,931857,"conducting,philanthropy,poverty,education,culture,music,entertainment",,,,,,,,,
466,Gustavo Dudamel and the Teresa CarreâˆšÂ±o Youth Orchestra,2026498,"conducting,TED Prize,live music,education,culture,music,children,entertainment,performance",,,,,,,,,
467,Sylvia Earle,1110767,"TED Prize,submarine,oceans,activism,exploration,science,biodiversity",,,,,,,,,
468,Jill Tarter,1250844,"TED Prize,extraterrestrial life,universe,space,intelligence,exploration,science",,,,,,,,,
469,Ed Ulbrich,901163,"film,animation,aging,entertainment,technology,business",,,,,,,,,
470,Charles Moore,1078609,"plastic,oceans,science,environment,business",,,,,,,,,
471,Richard Pyle,340753,"oceans,fish,fear,exploration,science,biodiversity,technology",,,,,,,,,
472,Miru Kim,579311,"photography,exploration,cities,entertainment,art,beauty",,,,,,,,,
473,Evan Williams,1125659,"social media,culture,social change,entertainment,technology,business,communication",,,,,,,,,
474,Brenda Laurel,379005,"gaming,culture,history,women,children,design,entertainment,technology",,,,,,,,,
475,Willie Smits,666092,"science,animals,green,biodiversity,trees,ecology,plants,global issues",,,,,,,,,
476,Nalini Nadkarni,385576,"insects,education,biology,activism,environment,animals,children,biodiversity,trees,ecology,plants",,,,,,,,,
477,Mike Rowe,4297824,"economics,work,entertainment",,,,,,,,,
478,Eric Lewis,692811,"live music,invention,music,piano,innovation,entertainment,performance",,,,,,,,,
480,Don Norman,1205124,"happiness,design,creativity",,,,,,,,,
481,Pattie Maes + Pranav Mistry,9677561,"interface design,demo,design,technology",,,,,,,,,
482,Aimee Mullins,3413465,"prosthetics,fashion,sports,activism,future,design,technology",,,,,,,,,
483,Stuart Brown,1580265,"gaming,happiness,play,education,health,psychology,brain,science,children,entertainment",,,,,,,,,
484,Tim Berners-Lee,1328592,"invention,web,design,technology,business,communication",,,,,,,,,
485,Dan Dennett,2329018,"primates,sex,evolution,biology,comedy,food,humanity,animals,children,humor",,,,,,,,,
487,Dan Ariely,2669883,"evil,economics,psychology,self,brain,motivation,culture,science,society",,,,,,,,,
488,Adam Savage,1674090,"birds,film,exploration,animals,entertainment,creativity,technology,art",,,,,,,,,
489,Bruce McCall,390540,"media,entertainment,humor,art",,,,,,,,,
490,Kamal Meattle,3030656,"architecture,science,cities,environment,garden,plants,technology",,,,,,,,,
492,Saul Griffith,622447,"wind energy,alternative energy,energy,engineering,future,environment",,,,,,,,,
494,Jacqueline Novogratz,916098,"poverty,culture,activism,work,women,global issues,business",,,,,,,,,
495,David Pogue,722386,"culture,technology",,,,,,,,,
498,John Wooden,4788465,"poetry,sports,education,culture,leadership,work,life",,,,,,,,,
499,Nathan Wolfe,1002323,"AIDS,disease,Africa,health,biology,bacteria,exploration,science,microbiology,biodiversity,global issues",,,,,,,,,
500,C.K. Williams,242208,"poetry,literature,culture,entertainment,storytelling,writing,society",,,,,,,,,
501,Jacek Utko,1045490,"typography,culture,media,design,creativity,business",,,,,,,,,
502,Ueli Gegenschatz,1426457,"extreme sports,sports,flight,invention,exploration,design,entertainment,adventure,technology",,,,,,,,,
503,Christopher C. Deam,306246,"transportation,exploration,design,creativity,materials",,,,,,,,,
504,P.W. Singer,1448334,"robots,drones,war,violence,politics,future,design,global issues,technology",,,,,,,,,
506,Nathaniel Kahn,335306,"film,architecture,children,design,entertainment,storytelling",,,,,,,,,
507,Bruce Bueno de Mesquita,729930,"prediction,math,war,politics,global issues,technology",,,,,,,,,
509,Bonnie Bassler,2159718,"MacArthur grant,human origins,disease,health,evolution,biology,bacteria,science,microbiology,communication",,,,,,,,,
510,Emily Levine,1998293,"philosophy,cognitive science,comedy,science,entertainment,humor,technology",,,,,,,,,
511,Renny Gleeson,1185368,"telecom,social media,communication,society",,,,,,,,,
512,Shai Agassi,1128864,"cars,alternative energy,solar,energy,infrastructure,green,global issues,technology,business",,,,,,,,,
515,Gregory Stock,492231,"biotech,genetics,evolution,biology,science,children,technology",,,,,,,,,
516,JoAnn Kuchera-Morin,622900,"math,visualizations,science,technology,art",,,,,,,,,
517,Tim Ferriss,2503002,"dance,productivity,language,fear,work,life",,,,,,,,,
518,Matthew Childs,721671,"environment,nature,entertainment,adventure",,,,,,,,,
519,Margaret Wertheim,1256083,"oceans,math,visualizations,science,design,art",,,,,,,,,
520,Niels Diffrient,549938,"work,design,technology,business",,,,,,,,,
521,Nate Silver,421858,"race,statistics,politics,cities,urban planning",,,,,,,,,
523,Erik Hersman,398727,"Africa,activism,disaster relief,global issues,technology,communication",,,,,,,,,
524,Ben Katchor,291071,"New York,books,comedy,cities,humor,art",,,,,,,,,
525,Alex Tabarrok,739849,"happiness,china,economics,health,culture,history,cities,future,global issues,business",,,,,,,,,
526,Michael Merzenich,1214357,"consciousness,mind,computers,education,brain,entrepreneur",,,,,,,,,
